longitude,latitude,no,no2,o3,co,so2,pm2_5,pm10,ch4,time
74.4,32.4,2.4584694,19.30174,75.5925,885.45886,8.836034,73.084625,129.09575,1270.0713,2019-09-17 03:00:00
74.4,32.4,0.2996316,3.649724,134.70251,421.6757,3.2603652,57.597927,105.797325,1264.3221,2019-09-17 06:00:00
74.4,32.4,0.36710617,6.933528,127.53939,384.91574,5.1801643,36.98511,64.20347,1265.4386,2019-09-17 12:00:00
74.4,32.4,0.30920616,62.157204,50.33188,1304.5527,35.968884,87.473625,135.53918,1274.4507,2019-09-17 15:00:00
74.4,32.4,6.444969,85.73777,12.097513,1912.6455,49.68551,120.01266,185.59863,1274.6763,2019-09-17 18:00:00
74.4,32.4,0.0952582,20.506851,81.05498,774.3237,12.520743,91.377785,141.57904,1270.4684,2019-09-18 21:00:00
74.4,32.4,0.43875873,8.265924,127.63298,472.1669,6.899547,59.534496,97.8292,1266.8851,2019-09-18 12:00:00
74.4,32.4,0.12464341,23.648327,82.39644,732.4896,13.224178,73.129265,118.87193,1270.9756,2019-09-18 15:00:00
74.4,32.4,39.71863,63.655888,0.784639,2480.259,42.552574,144.8096,228.32722,1274.8119,2019-09-18 00:00:00
74.4,32.4,7.9094944,41.788708,66.5436,1473.2313,16.62395,104.08999,172.48615,1271.7778,2019-09-18 03:00:00
74.4,32.4,0.38695163,3.7390785,165.14752,513.505,4.6428623,56.6944,96.21747,1265.7291,2019-09-18 06:00:00
74.4,32.4,0.2043734,2.5452356,162.31453,420.13025,4.516687,56.789207,95.82279,1264.3047,2019-09-18 09:00:00
74.4,32.4,0.1284036,25.956453,75.37431,819.89844,14.332181,84.80574,136.4695,1271.2954,2019-09-18 18:00:00
74.4,32.4,0.26150745,5.894078,101.745544,340.07864,3.0152564,36.663822,53.6883,1262.2358,2019-09-19 06:00:00
74.4,32.4,0.06656933,24.577402,59.826084,676.2917,10.253904,68.11101,101.84077,1266.7761,2019-09-19 21:00:00
74.4,32.4,1.22E-16,8.320291,113.01691,413.5517,3.5521405,55.808075,85.22768,1264.527,2019-09-19 00:00:00
74.4,32.4,0.16182753,6.6483335,107.50821,354.98288,3.451578,35.20849,52.172947,1263.0348,2019-09-19 03:00:00
74.4,32.4,0.37908307,4.1811223,106.733925,325.45544,2.871951,34.754414,52.062534,1260.261,2019-09-19 09:00:00
74.4,32.4,0.27428514,32.377598,49.14035,769.59314,16.007277,75.60145,112.24591,1270.512,2019-09-19 15:00:00
74.4,32.4,0.23299265,31.040056,44.783054,798.1952,13.917168,77.86808,115.38846,1270.1145,2019-09-19 18:00:00
74.4,32.4,0.3592028,2.5328574,119.49396,291.82397,4.0008445,52.792637,80.44253,1257.9263,2019-09-20 06:00:00
74.4,32.4,0.18940227,21.672228,58.09766,621.8961,7.179194,67.10453,99.886024,1268.1768,2019-09-20 00:00:00
74.4,32.4,0.6254453,7.3494763,90.355675,371.1571,3.3526988,45.62673,68.04557,1262.939,2019-09-20 03:00:00
74.4,32.4,0.23187852,2.2288375,123.534775,284.2462,4.5651517,52.291603,80.07511,1255.7455,2019-09-20 09:00:00
74.4,32.4,0.3780386,6.047446,95.628105,310.37973,4.3671274,54.14231,84.7007,1259.0186,2019-09-20 12:00:00
74.4,32.4,0.3441272,40.41595,41.345646,897.1877,21.199684,80.253365,123.457695,1271.6519,2019-09-20 15:00:00
74.4,32.4,0.33869582,36.972874,37.01777,926.0458,20.72785,73.5917,110.39353,1270.6917,2019-09-20 18:00:00
74.4,32.4,0.48938206,36.064766,30.132195,940.5041,18.236654,64.6462,94.90281,1272.226,2019-09-20 21:00:00
74.4,32.4,12.02398,60.576603,3.0244253,1641.6787,39.982273,99.37784,145.1384,1274.5789,2019-09-21 00:00:00
74.4,32.4,2.8546822,18.933449,71.44661,863.25226,11.541283,51.69815,75.73751,1269.8492,2019-09-21 03:00:00
74.4,32.4,0.3162043,2.356153,137.24783,338.5265,3.0238907,33.854332,51.360046,1260.8716,2019-09-21 06:00:00
74.4,32.4,0.2267953,1.9386876,139.22774,314.83917,2.6460612,32.058147,49.044884,1260.222,2019-09-21 09:00:00
74.4,32.4,0.38691682,7.471584,122.535065,399.80573,5.4985275,39.24046,59.35895,1262.3481,2019-09-21 12:00:00
74.4,32.4,0.36581796,64.30167,37.840538,1372.6547,34.99778,92.794655,135.57109,1274.5042,2019-09-21 15:00:00
74.4,32.4,17.896008,90.603905,9.3619,2278.3206,58.978195,138.65288,201.21384,1274.6088,2019-09-21 18:00:00
74.4,32.4,37.810265,86.17754,9.206985,2724.0813,65.917564,160.37943,232.38037,1273.9835,2019-09-21 21:00:00
74.4,32.4,0.52249265,5.0604215,128.77252,456.3902,4.627682,51.722836,80.17427,1259.1746,2019-09-22 06:00:00
74.4,32.4,0.7641546,59.384014,23.554148,1317.192,29.690199,86.31928,134.1787,1272.663,2019-09-22 18:00:00
74.4,32.4,35.486744,75.54854,1.4815279,2512.4124,50.560947,154.5348,229.34694,1274.453,2019-09-22 00:00:00
74.4,32.4,4.4896693,36.02042,71.464584,1298.226,17.077957,98.354965,156.21342,1268.7372,2019-09-22 03:00:00
74.4,32.4,0.2773838,2.4798267,138.66327,349.0734,3.2861295,40.204117,64.73437,1257.4218,2019-09-22 09:00:00
74.4,32.4,0.23884183,6.1732035,113.1623,359.8335,4.9815707,35.1406,54.781544,1259.0913,2019-09-22 12:00:00
74.4,32.4,0.24921718,34.992268,55.820244,834.81915,18.022043,59.783436,93.46111,1270.6805,2019-09-22 15:00:00
74.4,32.4,0.33751208,43.366745,33.660194,1131.4214,18.308794,80.49269,122.90564,1270.092,2019-09-22 21:00:00
74.4,32.4,0.21551472,2.1853085,148.23517,313.38495,6.1129584,55.800636,85.23801,1254.0485,2019-09-23 09:00:00
74.4,32.4,0.4974595,47.374928,27.409817,1209.7535,21.391872,107.62826,163.6302,1270.6274,2019-09-23 21:00:00
74.4,32.4,0.32198387,34.647224,34.32242,949.8947,14.496528,80.61309,122.41125,1269.9652,2019-09-23 00:00:00
74.4,32.4,1.9431838,16.403662,71.80053,701.3533,11.186433,75.39638,117.70154,1266.1035,2019-09-23 03:00:00
74.4,32.4,0.36345044,3.1422465,143.0904,377.05746,8.806091,64.18801,99.652626,1257.0083,2019-09-23 06:00:00
74.4,32.4,0.314742,6.5459323,125.39765,374.4941,7.2145677,70.82796,108.44241,1256.7172,2019-09-23 12:00:00
74.4,32.4,0.19553,30.576756,61.994984,788.73975,15.98778,88.05138,131.22276,1268.4952,2019-09-23 15:00:00
74.4,32.4,0.44593093,46.281067,34.294033,1074.027,22.813503,100.56829,151.93364,1271.8699,2019-09-23 18:00:00
74.4,32.4,0.18236932,2.470969,145.31487,362.9262,4.1765985,60.158344,89.87027,1257.2416,2019-09-24 09:00:00
74.4,32.4,0.32449067,35.947937,34.30745,1020.31226,15.869137,96.8081,149.33255,1270.071,2019-09-24 00:00:00
74.4,32.4,1.490011,15.379599,76.89356,687.25146,9.04173,79.52291,124.76123,1264.3959,2019-09-24 03:00:00
74.4,32.4,0.30102426,2.715112,137.19882,382.54028,5.127788,64.79111,98.63012,1255.924,2019-09-24 06:00:00
74.4,32.4,0.34259528,7.6455274,109.917564,415.6627,5.3328004,65.72189,98.10411,1261.3596,2019-09-24 12:00:00
74.4,32.4,0.19330174,26.391354,66.52546,711.8611,13.439762,75.721214,112.63976,1268.8221,2019-09-24 15:00:00
74.4,32.4,1.0138593,63.281017,19.102594,1373.0244,32.283062,110.252174,163.8909,1273.7228,2019-09-24 18:00:00
74.4,32.4,0.1751971,30.450083,50.594326,875.17487,13.135048,82.99232,126.73408,1268.1688,2019-09-24 21:00:00
74.4,32.4,0.28187513,43.175514,39.715603,1185.1952,18.56365,112.78069,168.07167,1270.6989,2019-09-25 21:00:00
74.4,32.4,0.29468766,6.4245963,126.53476,408.58554,5.3868356,68.02229,100.00454,1260.6576,2019-09-25 12:00:00
74.4,32.4,0.27101237,30.584545,43.736862,851.4011,11.101213,78.849144,122.8491,1269.2367,2019-09-25 00:00:00
74.4,32.4,0.61862123,10.861863,93.47302,468.94653,5.3533993,57.0949,88.23444,1260.6008,2019-09-25 03:00:00
74.4,32.4,0.32177496,2.939496,142.47818,350.1052,4.11755,53.973557,79.89907,1256.7114,2019-09-25 06:00:00
74.4,32.4,0.223244,2.1111684,145.74168,354.4663,3.2944853,50.85911,75.60716,1257.6874,2019-09-25 09:00:00
74.4,32.4,0.26404905,53.69061,51.98793,1201.428,30.201864,112.70793,164.35187,1273.5227,2019-09-25 15:00:00
74.4,32.4,3.571347,84.09368,10.416394,1860.4014,44.774696,147.65912,215.24176,1274.0237,2019-09-25 18:00:00
74.4,32.4,0.24274129,2.414363,144.89653,391.2853,4.2582088,69.86326,103.15242,1256.5979,2019-09-26 09:00:00
74.4,32.4,1.1144096,48.340416,18.543556,1368.9773,20.58804,112.72123,171.11325,1272.0826,2019-09-26 00:00:00
74.4,32.4,3.5978076,28.867773,73.84136,1173.843,17.298277,107.3835,166.65672,1269.1951,2019-09-26 03:00:00
74.4,32.4,0.2834419,3.7525916,139.61385,442.86862,5.54698,79.243195,119.668816,1257.101,2019-09-26 06:00:00
74.4,32.4,0.30666456,9.548916,114.41639,539.13245,8.157958,145.30232,214.32024,1262.7249,2019-09-26 12:00:00
74.4,32.4,0.25861767,42.797314,52.833694,1122.4315,24.11815,175.86084,258.206,1271.8351,2019-09-26 15:00:00
74.4,32.4,0.18383162,29.630207,55.376743,988.4567,16.416721,163.17201,237.19432,1269.3375,2019-09-26 18:00:00
74.4,32.4,0.09219434,14.444605,85.443054,600.24805,5.263155,118.13674,173.8529,1263.8025,2019-09-26 21:00:00
74.4,32.4,0.24263684,3.8752856,123.26856,362.5276,1.9555784,42.700462,62.110302,1257.3137,2019-09-27 06:00:00
74.4,32.4,1.22E-16,15.933931,78.1821,633.53503,5.0470257,106.389626,157.99046,1263.0492,2019-09-27 00:00:00
74.4,32.4,0.13606325,7.198727,110.730415,400.80084,2.7661088,68.01791,100.15244,1258.7235,2019-09-27 03:00:00
74.4,32.4,0.2585132,2.760215,131.45045,352.08032,1.845001,33.492176,48.89546,1257.9429,2019-09-27 09:00:00
74.4,32.4,0.20513937,4.8118744,120.70545,374.86053,3.0560737,53.087925,77.35481,1259.9663,2019-09-27 12:00:00
74.4,32.4,0.28800288,53.5462,50.828316,1208.6564,29.965668,93.97375,135.65994,1273.7067,2019-09-27 15:00:00
74.4,32.4,11.341575,83.26654,7.8932004,2115.2092,48.778885,145.72284,209.63908,1274.5219,2019-09-27 18:00:00
74.4,32.4,0.25290775,43.71024,39.962555,1258.2241,13.348961,103.00107,150.55309,1268.7954,2019-09-27 21:00:00
74.4,32.4,0.32640556,3.57323,160.5715,501.55295,4.271857,56.130898,81.59924,1260.801,2019-09-28 09:00:00
74.4,32.4,1.22E-16,15.674549,74.74722,571.4444,4.923345,57.38861,84.99594,1265.1251,2019-09-28 21:00:00
74.4,32.4,3.13224,62.224335,15.765715,1648.9229,26.839428,127.537224,187.42525,1272.0282,2019-09-28 00:00:00
74.4,32.4,0.6510007,17.631378,78.24222,765.50824,7.0265455,84.21716,123.256874,1264.7916,2019-09-28 03:00:00
74.4,32.4,0.98137534,8.184205,121.00551,608.9965,6.153624,79.741844,115.84874,1262.9506,2019-09-28 06:00:00
74.4,32.4,0.27115163,5.978474,110.615364,403.00348,3.3513184,42.444424,62.034256,1261.3574,2019-09-28 12:00:00
74.4,32.4,0.22004087,29.5226,61.731884,811.12976,14.699009,65.29226,94.73276,1270.335,2019-09-28 15:00:00
74.4,32.4,0.07172219,28.134521,56.954205,833.5975,10.961935,70.200905,103.532295,1268.3529,2019-09-28 18:00:00
74.4,32.4,0.32783306,3.874818,86.78612,268.56995,2.171302,26.930567,39.80345,1253.8408,2019-09-29 06:00:00
74.4,32.4,0.03077787,10.449168,79.67184,456.92297,3.7167532,41.08372,59.494595,1262.5476,2019-09-29 00:00:00
74.4,32.4,0.23967743,8.461433,82.1927,357.93973,3.3195534,24.254076,35.297897,1259.3452,2019-09-29 03:00:00
74.4,32.4,0.346634,2.238265,100.85746,264.7139,2.12994,30.292324,45.218414,1252.7552,2019-09-29 09:00:00
74.4,32.4,0.1422606,7.2220182,85.78636,317.0604,3.7237167,45.268047,66.547325,1255.6885,2019-09-29 12:00:00
74.4,32.4,0.44091734,38.592022,35.051117,860.27826,18.169806,73.61962,108.95589,1270.2559,2019-09-29 15:00:00
74.4,32.4,3.2779126,69.1395,5.212775,1455.0519,37.24345,106.843704,157.79466,1273.2385,2019-09-29 18:00:00
74.4,32.4,2.3675284,61.114594,7.1072507,1468.841,25.035639,112.16222,166.60269,1272.3815,2019-09-29 21:00:00
74.4,32.4,0.1869303,2.3428955,114.62414,295.03802,2.2657247,34.56982,51.83788,1251.363,2019-09-30 09:00:00
74.4,32.4,0.3400885,6.763484,94.17733,316.93073,3.9835877,34.76618,54.498413,1255.995,2019-09-30 12:00:00
74.4,32.4,0.39683953,46.37393,39.583775,976.1393,24.575502,68.79432,104.09939,1271.7556,2019-09-30 15:00:00
74.4,32.4,0.37497473,38.690197,28.137669,1109.4027,11.805066,91.22337,135.13963,1270.1466,2019-09-30 00:00:00
74.4,32.4,1.8992453,13.727904,81.42624,665.2431,6.526301,71.54504,107.39916,1264.8025,2019-09-30 03:00:00
74.4,32.4,0.34040183,2.292268,109.20609,305.13828,2.4822838,35.38536,53.04127,1251.3894,2019-09-30 06:00:00
74.4,32.4,0.94784695,53.045296,17.208101,1313.9982,22.771166,82.9394,124.461266,1270.5394,2019-09-30 21:00:00
74.4,32.4,8.497338,72.5687,8.140172,1672.7634,42.42026,104.79677,156.64069,1273.1423,2019-09-30 18:00:00
74.4,32.4,32.400043,68.40079,0.22582042,2252.2878,55.734684,128.82986,189.55464,1280.8356,2019-10-01 21:00:00
74.4,32.4,0.35304028,6.7504625,98.16432,332.70905,4.4420524,18.18624,28.2357,1263.1421,2019-10-01 12:00:00
74.4,32.4,0.43813202,48.344467,35.91032,1047.1823,26.238064,61.85725,91.798546,1279.613,2019-10-01 15:00:00
74.4,32.4,12.863338,60.752636,6.58101,1790.0854,29.396358,105.85867,158.39601,1272.5757,2019-10-01 00:00:00
74.4,32.4,1.9546036,15.2516985,73.704735,668.15924,6.0709,50.210403,78.49666,1266.8378,2019-10-01 03:00:00
74.4,32.4,0.37164974,2.9053133,127.11816,327.30905,3.1165726,37.239136,59.275402,1258.9646,2019-10-01 06:00:00
74.4,32.4,0.1756149,2.3538842,130.5751,303.45187,2.664305,37.261425,57.95044,1258.0889,2019-10-01 09:00:00
74.4,32.4,10.350764,75.1123,0.64163446,1796.1515,46.718857,104.41037,153.76903,1281.1964,2019-10-01 18:00:00
74.4,32.4,0.23542981,2.9521062,132.29222,322.29544,3.942631,38.15641,60.42991,1259.9478,2019-10-02 09:00:00
74.4,32.4,69.50075,70.21934,0.0000122,3168.2988,73.70173,158.08752,232.70047,1281.3516,2019-10-02 00:00:00
74.4,32.4,8.418513,44.657486,49.097034,1427.4705,20.713924,77.011246,117.16731,1273.2001,2019-10-02 03:00:00
74.4,32.4,0.49115768,4.404291,140.33551,436.9397,5.10265,41.79593,64.54774,1262.0549,2019-10-02 06:00:00
74.4,32.4,0.50010556,11.020578,97.268,417.5729,7.8727403,60.122757,93.22881,1267.9067,2019-10-02 12:00:00
74.4,32.4,0.5867292,58.256477,28.622723,1253.151,32.183346,107.91236,164.60841,1280.7891,2019-10-02 15:00:00
74.4,32.4,2.1708844,63.07459,10.659344,1586.1365,32.209526,128.59628,193.299,1279.7366,2019-10-02 18:00:00
74.4,32.4,0.8453469,50.97142,21.502207,1433.2228,27.530178,128.47531,194.28838,1279.4424,2019-10-02 21:00:00
74.4,32.4,0.18174262,7.896381,122.127365,535.1985,8.087768,84.3214,132.60275,1270.6134,2019-10-03 12:00:00
74.4,32.4,0.28772435,40.794193,56.24948,1093.6365,24.871025,115.65171,176.3792,1279.6,2019-10-03 15:00:00
74.4,32.4,18.47661,60.56985,3.4719405,2047.795,41.4507,159.03635,242.64716,1281.2599,2019-10-03 00:00:00
74.4,32.4,7.2680335,40.64879,54.606735,1542.9628,20.820045,137.54762,214.10117,1277.3419,2019-10-03 03:00:00
74.4,32.4,0.33744243,4.1542077,168.75168,587.13226,7.966872,101.482155,160.36105,1267.423,2019-10-03 06:00:00
74.4,32.4,0.20123991,3.1202521,170.37672,474.19318,7.6752486,93.37533,146.7325,1265.314,2019-10-03 09:00:00
74.4,32.4,0.12339001,19.81532,64.84807,775.8885,13.105245,99.69854,151.73964,1276.2245,2019-10-03 18:00:00
74.4,32.4,0.23800623,20.386497,52.65244,756.05566,11.90644,96.09617,145.75453,1278.0419,2019-10-03 21:00:00
74.4,32.4,0.2673044,2.2071254,123.18382,310.4141,2.9374063,50.805073,89.965385,1264.8337,2019-10-04 09:00:00
74.4,32.4,0.73588353,44.25629,23.085852,1178.4911,25.362648,124.09623,190.25375,1280.9668,2019-10-04 00:00:00
74.4,32.4,1.6318538,15.39978,51.52293,823.9117,11.554374,107.02764,162.6818,1278.9219,2019-10-04 03:00:00
74.4,32.4,0.43228284,4.067651,118.314606,489.56155,6.1658797,82.171135,130.10655,1272.0779,2019-10-04 06:00:00
74.4,32.4,0.44203147,10.406187,111.39208,480.35938,7.8368096,29.355473,44.800182,1271.1566,2019-10-04 12:00:00
74.4,32.4,0.25172397,42.584023,55.323486,1102.0663,25.443409,70.944664,104.63863,1278.6904,2019-10-04 15:00:00
74.4,32.4,0.25771242,27.150133,51.970974,841.00586,15.165551,59.950138,89.87402,1277.6298,2019-10-04 18:00:00
74.4,32.4,0.41174105,29.464344,36.863567,878.8976,13.837229,65.6909,98.12124,1278.7677,2019-10-04 21:00:00
74.4,32.4,0.26025406,2.123215,123.4346,272.37704,2.6322737,34.805077,65.45563,1264.027,2019-10-05 09:00:00
74.4,32.4,7.7277517,56.311325,5.9716153,1633.6553,30.758245,103.056145,156.2967,1280.1588,2019-10-05 00:00:00
74.4,32.4,3.0348928,20.641415,74.20736,986.47644,12.744545,71.05152,107.15142,1275.071,2019-10-05 03:00:00
74.4,32.4,0.3031481,2.2038825,124.71346,331.85565,2.9702733,33.796787,58.18383,1265.8622,2019-10-05 06:00:00
74.4,32.4,0.61207575,11.81001,88.58906,432.65442,8.2677,27.71655,44.292,1271.6123,2019-10-05 12:00:00
74.4,32.4,0.3109122,41.158592,44.964226,1012.9081,23.55663,56.315285,83.9896,1278.552,2019-10-05 15:00:00
74.4,32.4,0.26613805,35.209534,49.559227,994.59937,21.638653,53.12556,79.41359,1278.1786,2019-10-05 18:00:00
74.4,32.4,0.59494597,41.725243,29.089369,1178.1636,22.596806,66.14714,99.07703,1279.8594,2019-10-05 21:00:00
74.4,32.4,0.28466046,4.885339,161.47098,563.38983,10.45612,61.282574,91.9247,1271.1632,2019-10-06 09:00:00
74.4,32.4,27.324202,64.84362,4.676786,2227.8079,54.40665,126.97699,190.64703,1281.4796,2019-10-06 00:00:00
74.4,32.4,9.113313,48.332283,39.878002,1675.5912,28.931335,110.647095,167.35893,1279.3574,2019-10-06 03:00:00
74.4,32.4,0.56134796,7.527791,152.38713,666.96313,11.652139,61.910088,92.157326,1272.2625,2019-10-06 06:00:00
74.4,32.4,0.29190233,15.627196,109.52657,725.503,13.702709,76.92796,115.686905,1275.823,2019-10-06 12:00:00
74.4,32.4,0.20952626,33.286907,63.510654,1026.3035,22.362976,87.272255,132.36908,1279.0846,2019-10-06 15:00:00
74.4,32.4,0.09080168,13.779599,75.62742,586.6004,9.079332,58.7138,98.43905,1275.3541,2019-10-06 18:00:00
74.4,32.4,0.2270042,20.06171,57.13894,643.6145,11.039367,56.478096,95.95902,1276.482,2019-10-06 21:00:00
74.4,32.4,0.5166783,10.957456,92.08969,353.78287,6.616976,40.07808,71.09646,1268.948,2019-10-07 12:00:00
74.4,32.4,0.2536389,25.866259,50.57671,622.82544,13.587385,52.339367,89.29189,1275.6454,2019-10-07 15:00:00
74.4,32.4,0.15221815,17.158796,56.55487,546.22473,5.549499,46.85196,77.41414,1271.8546,2019-10-07 00:00:00
74.4,32.4,1.5702283,11.515482,64.151276,500.77615,6.233563,46.210323,79.13143,1271.4633,2019-10-07 03:00:00
74.4,32.4,0.38519338,2.3664424,112.6201,225.15257,2.1065433,37.98595,79.17572,1261.7802,2019-10-07 06:00:00
74.4,32.4,0.2511321,1.833757,121.58306,228.95139,2.4669645,39.796764,84.00203,1263.0697,2019-10-07 09:00:00
74.4,32.4,0.37211975,28.324419,35.872616,699.89197,13.681947,55.380352,92.9156,1277.0491,2019-10-07 18:00:00
74.4,32.4,0.56639636,29.476036,27.46117,759.4131,14.595117,58.431473,94.4747,1277.9504,2019-10-07 21:00:00
74.4,32.4,0.727249,16.274298,100.42486,505.47504,11.122521,51.119675,80.73982,1272.3741,2019-10-08 12:00:00
74.4,32.4,0.5851973,71.82706,27.067533,1533.2338,40.92844,109.24229,163.57526,1281.2373,2019-10-08 15:00:00
74.4,32.4,14.669763,42.16512,5.3874626,1409.1382,29.718344,97.881874,157.77544,1280.8868,2019-10-08 00:00:00
74.4,32.4,7.5634174,33.277298,54.042015,1196.7314,21.338394,93.76502,149.35957,1277.8298,2019-10-08 03:00:00
74.4,32.4,0.56789345,4.811874,154.96342,461.79443,6.8453603,59.222923,95.71709,1267.6285,2019-10-08 06:00:00
74.4,32.4,0.2742155,2.3311858,145.16122,282.10464,3.7596352,43.74726,75.06751,1261.8934,2019-10-08 09:00:00
74.4,32.4,13.613288,85.36666,0.68367606,2198.265,55.10464,142.09839,214.423,1281.4679,2019-10-08 18:00:00
74.4,32.4,38.594334,65.499855,0.14880612,2559.5132,50.407185,161.4051,254.40318,1281.5886,2019-10-08 21:00:00
74.4,32.4,0.19835013,2.2879097,167.46463,397.6297,5.3092523,62.92014,100.64901,1264.1023,2019-10-09 09:00:00
74.4,32.4,35.2745,66.83196,0.097695366,2533.2488,54.4409,167.01625,267.52792,1281.6665,2019-10-09 21:00:00
74.4,32.4,22.86183,81.14201,6.068266,2643.8923,47.497368,177.52626,274.53607,1280.5684,2019-10-09 00:00:00
74.4,32.4,7.413567,45.72743,66.300514,1879.5154,23.771656,149.59264,240.61386,1277.5004,2019-10-09 03:00:00
74.4,32.4,0.3271019,3.2224376,171.96503,546.0635,7.5199666,75.94781,122.00042,1266.177,2019-10-09 06:00:00
74.4,32.4,0.38611603,12.37853,117.21833,537.4621,9.179894,66.73868,105.01785,1270.6243,2019-10-09 12:00:00
74.4,32.4,0.33333406,53.10235,46.914665,1284.09,30.1112,108.501114,169.37494,1280.2603,2019-10-09 15:00:00
74.4,32.4,7.517042,76.392624,1.3639053,1973.4104,43.633827,141.52872,223.0716,1281.639,2019-10-09 18:00:00
74.4,32.4,45.467964,63.74624,0.057325523,2607.1487,56.23242,157.66434,239.4378,1281.801,2019-10-10 21:00:00
74.4,32.4,0.49982703,12.5385475,105.7598,460.7194,8.250431,42.945538,64.280624,1271.0399,2019-10-10 12:00:00
74.4,32.4,0.39175633,47.53838,40.987,1094.753,25.963848,76.57823,112.89142,1280.0092,2019-10-10 15:00:00
74.4,32.4,62.291622,67.2449,0.011327643,3086.8484,68.650536,194.70581,308.28647,1281.7256,2019-10-10 00:00:00
74.4,32.4,10.761392,56.94095,65.889275,1859.1023,33.033707,145.0547,229.2645,1275.5399,2019-10-10 03:00:00
74.4,32.4,0.3768548,3.55591,173.49423,464.26123,6.958027,65.694466,105.644844,1264.3907,2019-10-10 06:00:00
74.4,32.4,0.22756127,2.0943117,154.86401,317.46036,3.74543,47.40719,75.14262,1263.3422,2019-10-10 09:00:00
74.4,32.4,14.095428,73.3284,0.2461185,1935.266,47.0141,122.146614,181.98718,1281.8074,2019-10-10 18:00:00
74.4,32.4,0.23243558,3.0177689,181.03204,458.9449,8.695931,60.74696,94.758255,1267.7975,2019-10-11 09:00:00
74.4,32.4,7.67678,54.422085,7.6120214,1757.1086,30.609636,122.89726,190.27975,1281.2762,2019-10-11 21:00:00
74.4,32.4,74.29374,77.542694,0.0000122,3523.758,94.329025,213.92819,315.47287,1281.6752,2019-10-11 00:00:00
74.4,32.4,15.99711,82.797005,48.6213,2549.0742,63.11552,161.23921,234.11264,1279.3324,2019-10-11 03:00:00
74.4,32.4,0.6469968,7.3575916,208.17911,771.0654,17.17238,90.48798,134.61212,1270.5361,2019-10-11 06:00:00
74.4,32.4,0.33911362,18.53393,136.238,716.2277,16.42843,78.14076,119.118706,1275.6708,2019-10-11 12:00:00
74.4,32.4,0.29977086,65.59493,47.49687,1650.2688,40.722046,128.29749,192.09389,1281.5886,2019-10-11 15:00:00
74.4,32.4,1.449763,59.827824,18.549898,1688.4514,31.974445,121.372284,182.79082,1280.7567,2019-10-11 18:00:00
74.4,32.4,0.21391316,2.3666792,163.07745,393.81226,6.349711,61.757824,98.75577,1267.987,2019-10-12 09:00:00
74.4,32.4,0.2595577,11.900707,124.483475,608.64276,9.374728,82.55216,127.66772,1273.258,2019-10-12 12:00:00
74.4,32.4,43.95985,80.83147,0.07530314,3128.865,88.488754,163.03386,243.1435,1281.6405,2019-10-12 00:00:00
74.4,32.4,7.7851295,50.38578,64.65463,1914.9594,35.403183,128.30806,195.1381,1278.7446,2019-10-12 03:00:00
74.4,32.4,0.40965205,4.360956,181.85973,626.1718,10.124387,84.43686,133.85228,1270.2,2019-10-12 06:00:00
74.4,32.4,0.2565983,44.213524,61.18536,1159.7202,25.481152,106.04828,162.48486,1280.1267,2019-10-12 15:00:00
74.4,32.4,0.9155372,63.110676,18.694561,1573.4885,32.04547,123.26933,192.35416,1280.8019,2019-10-12 18:00:00
74.4,32.4,13.39464,66.72814,0.55943304,1974.9669,41.354595,142.44206,223.1404,1281.4769,2019-10-12 21:00:00
